UserId,MovieId,Pred_rating
1,1172,4.257142857142857
1,1405,2.36097431786612
1,2193,3.5833882508544406
1,2968,2.5867026762879695
2,52,3.2346103567514812
2,144,3.7863383208923516
2,248,3.6515053534138513
2,314,3.893539732217784
2,319,3.9404840396293292
2,370,3.141460589614309
2,371,3.8023481158400245
2,372,4.078396987614871
2,382,3.832774976655725
2,405,3.2912257983889077
2,485,3.3534255519582445
2,537,3.5310985470974425
2,550,3.9557149918058236
2,616,3.854919142557437
2,661,3.3602983607226142
2,720,3.7183377423743598
3,377,4.01513042613533
3,592,3.6079044490312833
3,595,3.16336679772618
3,736,3.522236124671484
3,1197,3.3747065080605374
3,1721,3.9366201731249504
3,2716,3.5567124449990932
3,5349,3.2301330258564107
3,8636,3.0008121266247665
3,44191,3.6926735513773057
3,84236,3.625
4,185,3.8133383325159516
4,356,4.6702496648411485
4,357,4.473686401643692
4,364,4.3915275182575835
4,410,3.6141833300213597
4,435,4.405148417991204
4,440,4.5018822952071265
4,442,3.928477475032279
4,588,4.650097277549713
4,589,4.665858171566436
4,594,4.803774188226787
4,596,4.721657979777311
4,610,4.270803109193616
4,616,4.855043006535845
4,919,4.834490402695288
4,1022,4.281267381396904
4,1028,4.389926657474046
4,1032,4.307228379760244
4,1033,4.5092299045240845
4,1282,4.589082465826045
4,1334,4.07722480111103
4,1372,3.8154627129203047
4,1580,4.664484655037811
4,1858,4.669368454266039
4,1967,4.416765874717076
4,2033,4.303329539981391
4,2078,4.943779534218953
4,2081,4.089865443862714
4,2085,4.177632348462559
4,2087,4.72755360260893
4,2094,4.035159550002623
4,2096,4.3112390058926815
4,2102,4.075707778437687
4,2124,3.905748121227106
4,2141,3.996709015521334
4,2454,3.8109442234619486
4,3034,4.765990514244435
4,3108,4.757551323097897
4,3255,4.605548656544727
4,3263,4.238464405402947
4,4006,4.783491802272532
5,3,3.626642620547919
5,39,4.08957962596877
5,104,4.097916173713979
5,788,4.1162066722426385
5,1247,3.7963951632424524
5,1485,4.000750230108152
5,1544,3.921058615182567
5,1777,3.8812012782747694
5,1997,3.7522383198561093
5,2770,4.005068994076631
5,4018,3.974838756869821
5,4025,3.907555217847998
5,4447,3.905489086783734
5,4718,4.045825241822617
5,5266,3.983290750732423
5,5995,3.89221011467488
5,6373,3.9981198189901477
5,8376,3.8528323908326563
5,30749,4.143606984241127
5,33679,3.8318522402991793
6,173,2.8305988001375866
6,1687,2.08235794016517
6,2019,4.260314137679269
6,2072,2.656504072807683
6,2528,3.4782644443650788
6,2723,3.6179601535760333
6,3300,3.00395684168113
6,4641,3.5377502810498105
6,4975,2.453199688606246
7,260,4.510010583958475
7,316,3.0232688056217394
7,377,2.899640809600619
7,380,2.963678713752975
7,480,3.077805949674536
7,589,3.728216139473772
7,1036,3.410480348596315
7,1129,3.5101434951058543
7,1198,3.744645110643292
7,1240,3.385348938855092
7,1275,4.076327827871789
7,1371,3.867214517082289
7,1372,3.209124792689519
7,1373,3.380490858583378
7,1374,3.728587435447764
7,1375,3.298490809061146
7,1376,2.97485916723788
7,1408,3.7629008837833857
8,32,4.32813108147216
8,110,4.404245220523619
8,1219,3.9400786051723116
8,1225,4.370110073305184
8,1258,3.7261314308519804
8,1358,3.5541228254119783
8,1704,3.8724145187032075
8,1961,3.9629018911432503
8,2028,4.267478370235773
8,2329,4.044017341569904
8,2791,3.616055499017514
8,2804,3.589151976580972
8,2918,3.9746701264407758
8,3996,4.095444299781871
8,5650,3.591206651086402
8,8873,4.084021318860452
8,8874,3.8030832680480526
8,33166,3.9164599233001987
8,40583,4.436318920547832
8,40819,4.043581274921144
8,42007,3.891304347826087
8,43556,3.891304347826087
8,43871,3.704452313710187
8,44004,3.423441734832299
9,1177,3.132137532808416
9,1721,3.9811617374925463
9,2125,3.6855350896223973
9,2140,3.62235842263742
9,2391,4.408873342784854
9,2427,3.4074933417361555
9,2490,3.6994723072556415
9,2539,3.4835009858575834
9,2857,3.465944470230447
10,592,3.9110708199838857
10,1101,4.040200493686329
10,1127,3.9032171649359246
10,1210,4.073777195091283
10,1220,3.9688867204426517
10,1240,3.903746957306302
10,1291,3.9203615446148534
10,2406,3.5845015671762823
10,2410,3.8544089787156803
10,3019,4.396190851174042
11,50,4.771888264255435
11,778,4.285009698900017
11,923,3.3288864582177804
11,1027,4.491442346746075
11,1408,3.8561299941286644
11,2762,4.221354860843561
11,5669,4.455323176081619
11,26614,4.713113719474172
12,253,2.5260434002174437
12,673,2.9437448988078527
12,736,3.470729111351704
12,737,2.9635806409494254
12,1032,2.25426726681103
12,2460,2.344558631413922
12,2668,2.143253660876588
12,3146,3.2643957864298714
12,3176,2.303251953207434
12,3324,3.657517727262489
12,3770,2.8499999999999996
12,3773,3.642953391495062
12,3780,2.8333333333333335
13,47,3.85457129669312
13,296,3.990996555198672
13,527,4.324443228561589
13,587,4.157607574535132
13,919,3.8374485835522054
13,1265,3.927804810813135
13,2571,3.729340683115546
13,4886,4.174104020642978
13,4993,4.1142580359719805
13,58559,4.082119200094861
13,64614,3.596422113213942
14,2394,2.258174796421767
14,2724,2.328643118133717
14,3114,2.6456705249464605
14,3157,3.038508876756781
15,371,3.489226357560608
15,372,2.8880907731778045
15,429,3.3344002776339505
15,520,2.4975507052883925
15,913,3.340420759724429
15,1100,2.8965890216756067
15,1183,3.22609235296892
15,1283,3.319857352389179
15,1289,3.721545055841548
15,1385,1.8934477789208584
15,1502,2.824999999999999
15,1689,2.8465072077125004
15,1752,3.147722394327921
15,1754,3.195089118102619
15,1792,2.204937272029862
15,1816,3.2367656422153313
15,1836,3.644728174618503
15,1862,3.0301945583849608
15,1895,2.748621759360917
15,2025,2.7420387529804273
15,2269,2.8803974545357955
15,2282,2.5862200602465464
15,2334,2.7116430804756706
15,2387,3.1918782687778613
15,2406,2.8588679116564357
15,2413,2.6750237801725754
15,2539,2.9709026395661633
15,2568,3.1382347316941117
15,2717,2.7012183360185436
15,2718,2.971146117226214
15,2976,3.0445544856159867
15,3146,2.754025513934024
15,3285,2.876845902681682
15,3316,1.8420561001098175
15,3476,3.209277013053638
15,3484,3.4625412397876016
15,3552,3.346470089607793
15,3577,2.7224264705882355
15,3707,2.982220322082816
15,3728,3.3754276392930875
15,3755,3.08746741911663
15,3968,3.1813816190799074
15,4007,2.35160662659837
15,4019,2.0837689167340163
15,4388,2.740670696734812
15,4642,3.2026238192956886
15,4823,3.2568424511436995
15,4914,3.6605434986366867
15,4958,2.9036138439245653
15,4992,3.722949938847825
15,5000,2.7224264705882355
15,5110,2.0813138921285645
15,5171,2.2994549148431784
15,5291,3.3923956502459585
15,5296,3.252234906258061
15,5299,2.946021160151056
15,5308,3.2543483391614103
15,5346,3.149999999999999
15,5364,3.743123495276401
15,5620,2.7389289878559726
15,5816,2.6883730788733637
15,5959,2.2982760777361824
15,6037,2.7224264705882355
15,6059,2.6772616444591173
15,6155,2.6366012383692388
15,6157,2.3330292154241263
15,6188,3.527902244985835
15,6283,3.0494359681480314
15,6287,3.0318272067532557
15,6433,3.363435937310338
15,6586,2.9852650002720345
15,6754,1.9011709655826374
15,6773,3.508014808975999
15,6879,2.3238861103575696
15,6885,2.7224264705882355
15,6944,2.839258724785717
15,7010,2.5249999999999995
15,7034,3.1869606632835867
15,7173,3.5131821930112257
15,7325,3.6145312652539494
15,7346,3.2332390305315664
15,7444,3.1149653239924295
15,7445,3.1453021881570624
15,7451,2.6480805394144347
15,8264,3.308750843487541
15,8464,3.119248844623878
15,8531,2.7224264705882355
15,8781,3.1690557869901554
15,8917,2.3952404861792753
15,26587,3.5075315363189024
15,30812,2.584951609162361
15,30825,2.634434909124755
15,34150,2.286563757495096
15,36529,2.5851978400777123
15,37386,2.980299970325093
15,37741,2.6184049926849737
15,40583,3.3395376282328777
15,40815,2.697410510631792
15,44004,2.480991590862894
15,44555,3.667429266291288
15,44788,3.617211861579005
15,45447,2.651412103912319
15,45517,2.4744943173321783
15,45672,2.5945454134857946
15,45720,2.8516752510723635
15,45722,2.429526759319965
15,45728,2.823960338547349
15,46970,3.0067422737305067
15,47999,3.804107780021291
15,48043,2.9655259299683565
15,49286,3.7146502219706923
15,50851,3.3925530766447265
15,52604,3.055488816406005
15,53322,3.035576536347032
15,53464,2.283588511856247
15,54001,2.3601696155931378
15,54272,2.554104175982905
15,55247,3.0407275101291438
15,55442,2.924227463902918
15,55830,3.4349399181943947
15,56174,2.4226205200117663
15,56563,2.7224264705882355
15,56775,2.3626038508653937
15,56782,3.381990739295667
15,57368,3.1151180969708
15,59126,2.107246407288306
15,60074,2.3364918773204075
15,62434,2.4271930582318055
15,64839,3.1816502133310864
15,64957,3.3397919951182367
15,65802,2.3249999999999993
15,66203,2.8112348906069147
15,66596,2.7224264705882355
15,67087,3.0183501282043514
15,68324,2.7224264705882355
15,69436,2.7224264705882355
15,69524,2.9049126413032456
15,70862,4.398811044079191
15,71264,2.7169700874204774
15,71282,3.114825803533087
15,71462,3.3338447002040974
15,71535,2.908767356165481
15,71838,3.2240452680808573
15,76077,3.133512648881895
15,78209,2.4414267548082424
15,78574,2.3409277413830956
15,79185,2.3470078132122434
15,79242,2.320101224944698
15,80126,3.5207097384716173
15,80862,3.3077089807605984
15,81834,3.0717886619238803
15,82854,3.2670590864409084
15,83827,2.7224264705882355
15,84374,3.1677070601433264
15,86833,1.7867883902989259
15,86882,3.2970067916615275
15,86898,2.7224264705882355
15,86911,2.811247228857266
15,87222,2.9045776864585497
15,87485,2.3235211516589263
15,87869,2.2912113861743495
15,87930,2.7224264705882355
15,88125,2.8557069253549607
15,89470,2.658744002253963
15,90870,2.7224264705882355
15,92420,2.758925659462028
15,93721,1.9112676914112043
15,95199,2.7224264705882355
15,96737,2.829283688687949
15,97913,3.134418276053793
15,97938,2.894952783637579
15,98122,3.1999999999999984
15,98154,2.9584059974302295
15,98809,3.0434546956534163
15,99007,2.2880724995809993
15,99112,2.684101794002369
15,99114,2.5530549515500356
15,100083,2.7224264705882355
15,100383,3.35252989000768
15,100581,2.7224264705882355
15,101112,2.449999999999999
15,101362,2.849999999999999
15,101864,2.8244991508090056
15,102123,2.833617533402821
15,102125,2.3833204515433946
15,102880,1.717954625853026
15,102903,2.4412288415775905
15,103249,2.721815151902818
15,103253,2.71139735873634
15,103372,2.7224264705882355
15,103810,2.384966430524118
15,104211,2.7224264705882355
15,104241,2.824999999999999
15,104272,2.7224264705882355
15,105504,2.3291829258045107
15,106072,3.1643217112719726
15,106782,3.27977862203901
15,106916,2.5131884523968058
15,106920,3.273448900868392
15,107348,2.684425930389767
15,107406,2.649999999999999
15,107910,2.7224264705882355
15,108188,2.5999999999999996
15,108190,2.324330909352875
15,108689,2.7224264705882355
15,108729,2.974999999999999
15,108932,2.46134646708764
15,108945,2.349186010441009
15,109187,3.0748590881013533
15,109374,3.5042830700928804
15,109487,3.0642795676354306
15,109673,2.7749999999999995
15,109687,2.7224264705882355
15,109848,2.87513220827172
15,110102,2.359320342385327
15,110127,2.906587356646652
15,110553,2.9534124011662577
15,110730,2.6141778237249125
15,110771,2.7224264705882355
15,111228,2.7224264705882355
15,111360,2.1060782121870045
15,111362,3.3745150539184126
15,111364,2.4912307379499445
15,111443,2.5999999999999996
15,111622,2.1506800189887105
15,111759,2.096595091899725
15,111781,1.811526721509327
15,112138,2.4499999999999993
15,112171,2.95904998572063
15,112183,3.186960697603004
15,112370,2.6499999999999986
15,112552,2.571303710711803
15,112556,2.6785681903911525
15,112623,2.5306228224981604
15,112788,2.7224264705882355
15,112852,3.518742642321098
15,112940,2.7224264705882355
15,113345,2.9249999999999994
15,113348,3.1499999999999986
15,113378,2.7249999999999996
15,113741,2.4999999999999987
15,114180,2.299119492868943
15,114635,2.4749999999999996
15,115149,3.088409590105648
15,115502,2.7224264705882355
15,115569,3.3789820257051737
15,115617,1.9351150809686977
15,115713,2.8437411512383894
15,116161,2.474999999999999
15,116797,2.295549797078146
15,116799,2.7224264705882355
15,116823,2.459882124341288
15,116897,3.249999999999999
15,117176,2.84137177759522
15,117529,2.295810824403577
15,117533,2.544395492638254
15,118696,2.3723619463119556
15,119141,2.9667766759657384
15,119145,2.27512511914358
15,120466,2.7499999999999996
15,120799,2.5601323542918766
15,121171,2.7224264705882355
15,121231,2.699999999999999
15,122882,3.134509129058261
15,122886,3.0453927424325538
15,122890,2.7224264705882355
15,122892,2.288689948857954
15,122900,2.6129682125632154
15,122902,2.071170837044312
15,122904,2.9459815325644083
15,122920,2.2848741715832634
15,122924,2.649999999999999
15,127136,2.7224264705882355
15,128360,2.6669535689023602
15,129937,2.7224264705882355
15,130452,2.7224264705882355
15,130490,2.3999999999999995
15,130576,2.7224264705882355
15,130634,2.249999999999999
15,131013,3.1691217723097065
15,132046,2.26983967490931
15,132480,2.7224264705882355
15,132796,2.857580300133026
15,132961,2.7224264705882355
15,134130,3.08295872455217
15,134368,2.549999999999999
15,134393,3.2999999999999994
15,134853,2.3966653378401497
15,135133,2.58804454666217
15,135436,2.249999999999999
15,135567,2.7224264705882355
15,135569,2.7224264705882355
15,136020,2.642920986171352
15,136562,2.399999999999999
15,136864,2.7999647251221584
15,137337,2.7224264705882355
15,137857,2.574999999999999
15,138036,2.200048086790452
15,139385,3.0082905122422874
15,139644,4.29040378245429
15,139757,2.4999999999999996
15,139855,2.7224264705882355
15,140110,2.0789857678103854
15,140174,3.147362134948635
15,140267,2.7749999999999995
15,140711,2.974999999999999
15,140928,2.7224264705882355
15,142488,2.977861534366443
15,142507,2.7224264705882355
15,143385,2.5999999999999988
15,145839,2.7224264705882355
15,145935,2.699999999999999
15,146656,2.6249999999999996
15,148626,3.3426635158172964
15,149352,2.9249999999999994
15,149354,3.1249999999999987
